ticket,region,departamento,ciudad,territorialidad,itsm_servicenow,workorder_salesforce,clientes_afectados,tecnologia,cantidad_nodos,cantidad_arpones,cmts,olt,interfaz,cable_padre,cable_hijo,nodo_vip,impacto,urgencia,grupo_whatsapp,descripcion,resumen,tecnico_asignado,avances,adjuntos,existe_en_cacti,fuente_voltaje,fuente_amperaje,flag_en_bateria,nodos_sector_en_bateria,forma_resolucion,restablecio_autonomo,hora_caida,hora_restablecimiento,fuente_monitoreo,correlacion_grafica_monitoreo,delta_correlacion_min,falla_simultanea_nodo_arpon,solucion_aplicada,tiempo_resolucion_min,requiere_notificacion,accion_recomendada
TKT-001346,BOGOTA,Cundinamarca,Chia,Urbano,INC4142082,WO-299540,1184,HFC,8,0,CMTS_BOG_02,,GE0/0/22,CP_BOG_040,CH_007,False,Medio,Alta,GRP_NOC_BOGOTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Chia,TEC_076,Diagnostico inicial registrado,4,True,52.41,4.64,False,0,CUADRILLA,False,2026-05-11 21:07:00,2026-05-11 23:52:00,CACTI,False,42,False,Cambio de tarjeta en el elemento,165,True,DESPACHAR_CUADRILLA
TKT-001347,BOGOTA,Cundinamarca,Bogota,Periurbano,INC7776858,WO-149611,3681,GPON,0,9,,OLT_BOG_08,GE0/2/15,CP_BOG_053,CH_114,False,Medio,Critica,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Bogota,TEC_043,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-26 15:19:00,2026-04-26 20:30:00,ZABBIX,False,142,False,Cambio de tarjeta en el elemento,311,True,DESPACHAR_CUADRILLA
TKT-001348,ANDINA,Caldas,Manizales,Urbano,INC4136877,WO-613618,3762,GPON,0,11,,OLT_AND_13,GE0/1/6,CP_AND_043,,False,Medio,Media,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Manizales,TEC_110,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-24 06:16:00,2026-05-24 08:59:00,ZABBIX,False,90,False,Reconfiguracion de la interfaz afectada,163,True,DESPACHAR_CUADRILLA
TKT-001349,ORIENTE,Santander,Bucaramanga,Rural,INC9680837,WO-495752,5652,GPON,0,12,,OLT_ORI_27,GE0/6/20,CP_ORI_036,,False,Medio,Critica,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Bucaramanga,TEC_036,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-17 14:54:00,2026-03-17 17:42:00,ZABBIX,False,23,False,Reconfiguracion de la interfaz afectada,168,True,DESPACHAR_CUADRILLA
TKT-001350,ORIENTE,Santander,Bucaramanga,Periurbano,INC8114696,WO-703614,285,GPON,0,1,,OLT_ORI_06,GE0/0/32,CP_ORI_029,CH_043,False,Alto,Baja,GRP_NOC_ORIENTE,Caida total del elemento de red,Caida total del elemento de red (GPON) en Bucaramanga,TEC_091,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-07 15:26:00,2026-01-07 17:35:00,ZABBIX,False,73,False,Empalme de fibra reparado en sitio,129,True,DESPACHAR_CUADRILLA
TKT-001351,COSTA,Cordoba,Monteria,Urbano,INC9587572,WO-321396,2619,GPON,0,9,,OLT_COS_14,GE0/5/31,CP_COS_058,CH_073,True,Alto,Alta,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Monteria,TEC_044,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-25 14:00:00,2026-01-25 15:50:00,ZABBIX,False,73,False,Cambio de tarjeta en el elemento,110,True,DESPACHAR_CUADRILLA
TKT-001352,ORIENTE,Santander,Bucaramanga,Rural,INC5860438,WO-762603,2044,GPON,0,4,,OLT_ORI_09,GE0/5/35,CP_ORI_023,CH_190,False,Critico,Critica,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Bucaramanga,TEC_007,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-24 03:31:00,2026-04-24 06:13:00,ZABBIX,False,90,False,Reconfiguracion de la interfaz afectada,162,True,DESPACHAR_CUADRILLA
TKT-001353,SUR,Cauca,Popayan,Rural,INC3092203,WO-276051,1175,HFC,5,0,CMTS_SUR_09,,GE0/6/21,CP_SUR_017,CH_147,False,Medio,Alta,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Popayan,TEC_098,Diagnostico inicial registrado,2,True,52.14,7.86,False,0,CUADRILLA,False,2026-03-13 16:27:00,2026-03-13 23:17:00,CACTI,False,95,False,Reconfiguracion de la interfaz afectada,410,True,DESPACHAR_CUADRILLA
TKT-001354,ANDINA,Caldas,Manizales,Rural,INC9914269,WO-322606,4050,GPON,0,10,,OLT_AND_18,GE0/5/25,CP_AND_002,,False,Bajo,Baja,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Manizales,TEC_024,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-18 16:25:00,2026-02-18 22:19:00,ZABBIX,False,21,False,Empalme de fibra reparado en sitio,354,True,DESPACHAR_CUADRILLA
TKT-001355,ANDINA,Risaralda,Pereira,Periurbano,INC5008696,WO-684042,912,HFC,2,0,CMTS_AND_26,,GE0/2/27,CP_AND_031,CH_053,True,Medio,Critica,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Pereira,TEC_028,Diagnostico inicial registrado,2,True,53.27,7.88,False,0,CUADRILLA,False,2026-02-28 06:37:00,2026-02-28 11:47:00,CACTI,False,208,False,Reconfiguracion de la interfaz afectada,310,True,DESPACHAR_CUADRILLA
TKT-001356,ANDINA,Antioquia,Medellin,Periurbano,INC4232341,WO-278820,461,GPON,0,1,,OLT_AND_06,GE0/6/12,CP_AND_020,,False,Bajo,Media,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Medellin,TEC_112,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-05 19:31:00,2026-03-05 22:15:00,ZABBIX,False,168,False,Empalme de fibra reparado en sitio,164,False,DESPACHAR_CUADRILLA
TKT-001357,SUR,Cauca,Popayan,Urbano,INC1040927,WO-363637,474,HFC,1,0,CMTS_SUR_16,,GE0/0/14,CP_SUR_041,CH_003,False,Bajo,Critica,GRP_NOC_SUR,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Popayan,TEC_015,Diagnostico inicial registrado,0,True,46.71,2.52,True,3,AUTORRESTABLECIMIENTO,True,2026-01-10 07:43:00,2026-01-10 08:09:00,CACTI,True,5,False,Falla externa de energia; elemento volvio solo sin intervencion,26,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-001358,ORIENTE,Norte de Santander,Cucuta,Rural,INC7591856,WO-202543,1820,HFC,7,0,CMTS_ORI_04,,GE0/1/34,CP_ORI_038,CH_199,False,Bajo,Alta,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cucuta,TEC_079,Diagnostico inicial registrado,5,True,53.19,7.93,False,0,CUADRILLA,False,2026-03-23 06:56:00,2026-03-23 09:01:00,CACTI,False,34,False,Reconfiguracion de la interfaz afectada,125,True,DESPACHAR_CUADRILLA
TKT-001359,SUR,Cauca,Popayan,Urbano,INC7277105,WO-887950,872,HFC,8,0,CMTS_SUR_04,,GE0/6/13,CP_SUR_044,CH_155,False,Bajo,Alta,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Popayan,TEC_030,Diagnostico inicial registrado,5,True,55.06,7.55,False,0,CUADRILLA,False,2026-02-26 09:21:00,2026-02-26 14:37:00,CACTI,False,164,False,Empalme de fibra reparado en sitio,316,True,DESPACHAR_CUADRILLA
TKT-001360,COSTA,Magdalena,Santa Marta,Rural,INC6703015,WO-941235,1375,HFC,5,0,CMTS_COS_11,,GE0/3/42,CP_COS_024,,False,Alto,Critica,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Santa Marta,TEC_014,Diagnostico inicial registrado,5,True,52.72,7.79,False,0,CUADRILLA,False,2026-04-04 06:30:00,2026-04-04 13:12:00,CACTI,False,119,False,Reconfiguracion de la interfaz afectada,402,True,DESPACHAR_CUADRILLA
TKT-001361,ANDINA,Caldas,Manizales,Periurbano,INC3590204,WO-171019,5660,GPON,0,10,,OLT_AND_14,GE0/5/37,CP_AND_054,CH_137,False,Critico,Baja,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Manizales,TEC_028,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-02 11:25:00,2026-02-02 14:02:00,ZABBIX,False,160,False,Empalme de fibra reparado en sitio,157,True,DESPACHAR_CUADRILLA
TKT-001362,COSTA,Atlantico,Barranquilla,Rural,INC2525698,WO-936022,2250,HFC,6,0,CMTS_COS_23,,GE0/7/47,CP_COS_012,CH_003,False,Alto,Media,GRP_NOC_COSTA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Barranquilla,TEC_090,Diagnostico inicial registrado,4,True,40.17,1.87,True,7,AUTORRESTABLECIMIENTO,True,2026-03-03 16:14:00,2026-03-03 17:16:00,CACTI,True,5,False,Servicio restablecido al normalizarse la energia comercial del sector,62,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-001363,ORIENTE,Santander,Bucaramanga,Rural,INC5272181,WO-527657,933,HFC,3,0,CMTS_ORI_22,,GE0/4/47,CP_ORI_012,CH_110,False,Critico,Media,GRP_NOC_ORIENTE,Caida total del elemento de red,Caida total del elemento de red (HFC) en Bucaramanga,TEC_059,Diagnostico inicial registrado,2,True,41.62,1.84,True,3,AUTORRESTABLECIMIENTO,True,2026-04-29 20:00:00,2026-04-29 21:21:00,CACTI,True,3,False,Recuperacion automatica confirmada en grafica de monitoreo,81,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-001364,SUR,Tolima,Ibague,Periurbano,INC4810169,WO-733545,3262,HFC,7,0,CMTS_SUR_20,,GE0/6/10,CP_SUR_009,,True,Critico,Media,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Ibague,TEC_107,Diagnostico inicial registrado,0,True,53.3,8.59,False,0,CUADRILLA,False,2026-04-06 17:22:00,2026-04-06 22:06:00,CACTI,False,91,False,Reconfiguracion de la interfaz afectada,284,True,DESPACHAR_CUADRILLA
TKT-001365,ORIENTE,Boyaca,Tunja,Rural,INC1357555,WO-284470,988,GPON,0,4,,OLT_ORI_18,GE0/1/33,CP_ORI_025,CH_150,False,Bajo,Baja,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Tunja,TEC_001,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-14 21:09:00,2026-01-15 00:50:00,ZABBIX,False,47,False,Cambio de tarjeta en el elemento,221,False,DESPACHAR_CUADRILLA
TKT-001366,COSTA,Atlantico,Barranquilla,Rural,INC1950788,WO-788064,2343,GPON,0,11,,OLT_COS_17,GE0/7/34,CP_COS_033,,False,Alto,Critica,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Barranquilla,TEC_023,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-02 00:20:00,2026-01-02 04:26:00,ZABBIX,False,104,False,Reconfiguracion de la interfaz afectada,246,True,DESPACHAR_CUADRILLA
TKT-001367,ORIENTE,Santander,Bucaramanga,Rural,INC7499659,WO-585200,1896,HFC,4,0,CMTS_ORI_03,,GE0/1/37,CP_ORI_004,CH_090,False,Critico,Media,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Bucaramanga,TEC_054,Diagnostico inicial registrado,3,True,54.85,6.37,False,0,CUADRILLA,False,2026-03-19 18:56:00,2026-03-19 20:46:00,CACTI,False,115,False,Reconfiguracion de la interfaz afectada,110,True,DESPACHAR_CUADRILLA
TKT-001368,SUR,Narino,Pasto,Rural,INC7436639,WO-379827,3956,GPON,0,4,,OLT_SUR_11,GE0/5/22,CP_SUR_053,CH_125,False,Critico,Critica,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Pasto,TEC_098,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,TECNICO_URGENTE,False,2026-01-08 07:57:00,2026-01-08 09:21:00,ZABBIX,True,1,True,Atencion prioritaria por dano grave multielemento,84,True,TECNICO_URGENTE
TKT-001369,ORIENTE,Norte de Santander,Cucuta,Rural,INC4679287,WO-712392,891,HFC,3,0,CMTS_ORI_13,,GE0/1/27,CP_ORI_057,CH_070,False,Critico,Media,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Cucuta,TEC_062,Diagnostico inicial registrado,5,True,52.1,4.82,False,0,CUADRILLA,False,2026-04-16 10:54:00,2026-04-16 13:04:00,CACTI,True,4,False,Cambio de tarjeta en el elemento,130,True,DESPACHAR_CUADRILLA
TKT-001370,ANDINA,Risaralda,Pereira,Rural,INC5774627,WO-798634,2290,GPON,0,5,,OLT_AND_25,GE0/5/34,CP_AND_051,,False,Critico,Alta,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Pereira,TEC_039,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-13 08:50:00,2026-05-13 10:10:00,ZABBIX,False,183,False,Cambio de tarjeta en el elemento,80,True,DESPACHAR_CUADRILLA
TKT-001371,BOGOTA,Cundinamarca,Chia,Rural,INC9433099,WO-785318,3306,GPON,0,6,,OLT_BOG_23,GE0/7/26,CP_BOG_038,CH_050,False,Medio,Media,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Chia,TEC_048,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-14 16:15:00,2026-04-14 21:59:00,ZABBIX,False,207,False,Reconfiguracion de la interfaz afectada,344,True,DESPACHAR_CUADRILLA
TKT-001372,SUR,Huila,Neiva,Urbano,INC4530484,WO-750211,1960,HFC,7,0,CMTS_SUR_22,,GE0/5/2,CP_SUR_057,,False,Critico,Alta,GRP_NOC_SUR,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Neiva,TEC_105,Diagnostico inicial registrado,1,True,53.07,6.4,False,0,CUADRILLA,False,2026-01-08 08:52:00,2026-01-08 12:25:00,CACTI,False,45,False,Reconfiguracion de la interfaz afectada,213,True,DESPACHAR_CUADRILLA
TKT-001373,COSTA,Atlantico,Barranquilla,Rural,INC5838960,WO-920907,850,GPON,0,2,,OLT_COS_27,GE0/4/2,CP_COS_050,,False,Alto,Media,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Barranquilla,TEC_109,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-26 05:14:00,2026-02-26 12:58:00,ZABBIX,False,63,False,Cuadrilla reemplazo conector danado,464,True,DESPACHAR_CUADRILLA
TKT-001374,ANDINA,Antioquia,Medellin,Periurbano,INC6400231,WO-190669,55,HFC,1,0,CMTS_AND_06,,GE0/4/40,CP_AND_040,CH_107,False,Critico,Media,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Medellin,TEC_093,Diagnostico inicial registrado,5,True,54.11,6.51,False,0,CUADRILLA,False,2026-04-09 09:51:00,2026-04-09 11:45:00,CACTI,False,200,False,Cuadrilla reemplazo conector danado,114,True,DESPACHAR_CUADRILLA
TKT-001375,ANDINA,Antioquia,Medellin,Urbano,INC7561289,WO-138277,1010,HFC,5,0,CMTS_AND_29,,GE0/5/20,CP_AND_047,,False,Alto,Baja,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Medellin,TEC_049,Diagnostico inicial registrado,2,True,53.88,6.67,False,0,CUADRILLA,False,2026-02-06 04:00:00,2026-02-06 10:21:00,CACTI,False,102,False,Empalme de fibra reparado en sitio,381,True,DESPACHAR_CUADRILLA
TKT-001376,BOGOTA,Cundinamarca,Soacha,Rural,INC4196247,WO-655208,5172,GPON,0,12,,OLT_BOG_04,GE0/6/23,CP_BOG_059,,False,Alto,Alta,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Soacha,TEC_106,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-06 11:01:00,2026-03-06 18:24:00,ZABBIX,False,58,False,Reconfiguracion de la interfaz afectada,443,True,DESPACHAR_CUADRILLA
TKT-001377,BOGOTA,Cundinamarca,Bogota,Periurbano,INC2115564,WO-714985,704,HFC,4,0,CMTS_BOG_25,,GE0/3/40,CP_BOG_054,CH_139,False,Bajo,Critica,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Bogota,TEC_041,Diagnostico inicial registrado,1,True,46.87,1.62,True,6,AUTORRESTABLECIMIENTO,True,2026-04-26 22:47:00,2026-04-27 00:04:00,CACTI,True,7,False,Recuperacion automatica confirmada en grafica de monitoreo,77,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-001378,ANDINA,Risaralda,Pereira,Periurbano,INC1422469,WO-407956,654,HFC,3,0,CMTS_AND_18,,GE0/5/15,CP_AND_001,,False,Medio,Media,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Pereira,TEC_004,Diagnostico inicial registrado,4,True,54.35,5.19,False,0,CUADRILLA,False,2026-03-17 12:17:00,2026-03-17 16:11:00,CACTI,False,64,False,Reconfiguracion de la interfaz afectada,234,False,DESPACHAR_CUADRILLA
TKT-001379,BOGOTA,Cundinamarca,Chia,Urbano,INC3831496,WO-209037,840,HFC,8,0,CMTS_BOG_22,,GE0/1/14,CP_BOG_033,CH_171,False,Critico,Baja,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Chia,TEC_027,Diagnostico inicial registrado,0,True,54.85,8.86,False,0,CUADRILLA,False,2026-04-03 06:17:00,2026-04-03 11:53:00,CACTI,False,192,False,Empalme de fibra reparado en sitio,336,True,DESPACHAR_CUADRILLA
TKT-001380,BOGOTA,Cundinamarca,Bogota,Urbano,INC2193726,WO-747453,3294,HFC,6,0,CMTS_BOG_10,,GE0/3/38,CP_BOG_009,,False,Critico,Alta,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Bogota,TEC_107,Diagnostico inicial registrado,5,True,55.16,8.59,False,0,CUADRILLA,False,2026-05-03 00:47:00,2026-05-03 02:53:00,CACTI,True,3,False,Cambio de tarjeta en el elemento,126,True,DESPACHAR_CUADRILLA
TKT-001381,BOGOTA,Cundinamarca,Chia,Periurbano,INC6163965,WO-553005,605,GPON,0,11,,OLT_BOG_14,GE0/1/22,CP_BOG_006,CH_134,True,Alto,Media,GRP_NOC_BOGOTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Chia,TEC_062,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-14 04:59:00,2026-04-14 08:50:00,ZABBIX,False,122,False,Reconfiguracion de la interfaz afectada,231,True,DESPACHAR_CUADRILLA
TKT-001382,ANDINA,Valle del Cauca,Cali,Rural,INC3328201,WO-587104,3479,HFC,7,0,CMTS_AND_17,,GE0/1/40,CP_AND_027,CH_005,False,Alto,Baja,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cali,TEC_010,Diagnostico inicial registrado,4,True,54.99,7.02,False,0,CUADRILLA,False,2026-05-09 21:34:00,2026-05-10 04:15:00,CACTI,False,161,False,Reconfiguracion de la interfaz afectada,401,True,DESPACHAR_CUADRILLA
TKT-001383,ANDINA,Antioquia,Medellin,Urbano,INC2383968,WO-319858,1276,GPON,0,11,,OLT_AND_28,GE0/5/10,CP_AND_024,,True,Alto,Critica,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Medellin,TEC_090,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-13 16:34:00,2026-03-13 22:58:00,ZABBIX,False,84,False,Cambio de tarjeta en el elemento,384,True,DESPACHAR_CUADRILLA
TKT-001384,ANDINA,Caldas,Manizales,Periurbano,INC4913997,WO-454029,1596,HFC,3,0,CMTS_AND_10,,GE0/4/47,CP_AND_027,,False,Alto,Alta,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Manizales,TEC_010,Diagnostico inicial registrado,0,True,55.52,8.91,False,0,CUADRILLA,False,2026-01-13 09:52:00,2026-01-13 12:35:00,CACTI,False,60,False,Reconfiguracion de la interfaz afectada,163,True,DESPACHAR_CUADRILLA
TKT-001385,COSTA,Bolivar,Cartagena,Rural,INC4936044,WO-591928,670,GPON,0,10,,OLT_COS_16,GE0/5/42,CP_COS_053,,False,Bajo,Media,GRP_NOC_COSTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Cartagena,TEC_036,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-22 03:24:00,2026-05-22 10:11:00,ZABBIX,False,164,False,Empalme de fibra reparado en sitio,407,False,DESPACHAR_CUADRILLA
TKT-001386,BOGOTA,Cundinamarca,Soacha,Urbano,INC7316546,WO-258222,3493,GPON,0,7,,OLT_BOG_09,GE0/5/33,CP_BOG_029,CH_067,False,Alto,Critica,GRP_NOC_BOGOTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Soacha,TEC_034,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-22 02:06:00,2026-05-22 05:03:00,ZABBIX,False,71,False,Cuadrilla reemplazo conector danado,177,True,DESPACHAR_CUADRILLA
TKT-001387,ANDINA,Valle del Cauca,Cali,Urbano,INC3759750,WO-899226,4473,GPON,0,9,,OLT_AND_23,GE0/3/31,CP_AND_032,,False,Alto,Baja,GRP_NOC_ANDINA,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Cali,TEC_084,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-19 02:47:00,2026-03-19 05:26:00,ZABBIX,False,134,False,Cuadrilla reemplazo conector danado,159,True,DESPACHAR_CUADRILLA
TKT-001388,SUR,Narino,Pasto,Periurbano,INC8357142,WO-611380,463,HFC,1,0,CMTS_SUR_09,,GE0/1/15,CP_SUR_023,CH_049,False,Bajo,Alta,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Pasto,TEC_119,Diagnostico inicial registrado,3,True,55.86,5.39,False,0,CUADRILLA,False,2026-01-14 06:39:00,2026-01-14 12:38:00,CACTI,False,151,False,Cuadrilla reemplazo conector danado,359,True,DESPACHAR_CUADRILLA
TKT-001389,ORIENTE,Boyaca,Tunja,Periurbano,INC4949516,WO-798253,728,HFC,4,0,CMTS_ORI_16,,GE0/7/31,CP_ORI_011,CH_039,False,Bajo,Baja,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Tunja,TEC_072,Diagnostico inicial registrado,0,True,52.27,4.67,False,0,CUADRILLA,False,2026-03-30 07:24:00,2026-03-30 14:28:00,CACTI,False,170,False,Reconfiguracion de la interfaz afectada,424,False,DESPACHAR_CUADRILLA
TKT-001390,SUR,Cauca,Popayan,Urbano,INC7809365,WO-565672,3333,GPON,0,11,,OLT_SUR_17,GE0/1/25,CP_SUR_041,,False,Medio,Baja,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Popayan,TEC_024,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-17 21:17:00,2026-03-18 03:53:00,ZABBIX,False,121,False,Reconfiguracion de la interfaz afectada,396,True,DESPACHAR_CUADRILLA
TKT-001391,ANDINA,Caldas,Manizales,Urbano,INC6871643,WO-961697,258,HFC,1,0,CMTS_AND_21,,GE0/3/38,CP_AND_024,,False,Critico,Critica,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Manizales,TEC_067,Diagnostico inicial registrado,1,True,54.77,4.17,False,0,CUADRILLA,False,2026-03-11 10:36:00,2026-03-11 11:51:00,CACTI,True,1,False,Empalme de fibra reparado en sitio,75,True,DESPACHAR_CUADRILLA
TKT-001392,COSTA,Atlantico,Barranquilla,Periurbano,INC3161480,WO-267798,10036,GPON,0,12,,OLT_COS_16,GE0/2/41,CP_COS_001,,False,Critico,Alta,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Barranquilla,TEC_054,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,TECNICO_URGENTE,False,2026-03-05 16:21:00,2026-03-05 20:30:00,ZABBIX,False,136,True,Despliegue urgente: afectacion simultanea HFC y GPON,249,True,TECNICO_URGENTE
TKT-001393,COSTA,Cordoba,Monteria,Urbano,INC3653303,WO-804567,1040,HFC,2,0,CMTS_COS_29,,GE0/1/16,CP_COS_039,CH_027,False,Medio,Baja,GRP_NOC_COSTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Monteria,TEC_010,Diagnostico inicial registrado,2,True,53.02,8.04,False,0,CUADRILLA,False,2026-04-23 16:38:00,2026-04-23 21:57:00,CACTI,True,6,False,Empalme de fibra reparado en sitio,319,False,DESPACHAR_CUADRILLA
TKT-001394,ANDINA,Caldas,Manizales,Rural,INC3164367,WO-527268,2520,HFC,8,0,CMTS_AND_08,,GE0/0/20,CP_AND_005,,True,Alto,Critica,GRP_NOC_ANDINA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Manizales,TEC_026,Diagnostico inicial registrado,3,False,53.59,4.98,False,0,CUADRILLA,False,2026-04-11 08:44:00,2026-04-11 12:35:00,CACTI,False,195,False,Cuadrilla reemplazo conector danado,231,True,DESPACHAR_CUADRILLA
TKT-001395,BOGOTA,Cundinamarca,Chia,Urbano,INC5812073,WO-589246,3696,GPON,0,11,,OLT_BOG_25,GE0/2/29,CP_BOG_049,,False,Critico,Alta,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Chia,TEC_061,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-22 10:13:00,2026-03-22 15:51:00,ZABBIX,False,143,False,Reconfiguracion de la interfaz afectada,338,True,DESPACHAR_CUADRILLA
TKT-001396,BOGOTA,Cundinamarca,Chia,Urbano,INC5417457,WO-727379,616,HFC,7,0,CMTS_BOG_11,,GE0/3/0,CP_BOG_010,CH_023,False,Alto,Media,GRP_NOC_BOGOTA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Chia,TEC_094,Diagnostico inicial registrado,5,True,55.19,5.24,False,0,CUADRILLA,False,2026-04-30 03:28:00,2026-04-30 05:58:00,CACTI,False,136,False,Empalme de fibra reparado en sitio,150,True,DESPACHAR_CUADRILLA
